,id,link,author,description,source,favorite_count,retweet_count,lang,tweet_type,user_statuses_count,user_friends_count,user_followers_count,boost_value ,token,re_stop,stem,join
313,314,https://twitter.com/hollafianna/statuses/1575690791141670912,hollafianna,hai kak mau tanya kirakira ada tj atau jaklingko dari pgc ke arah rs persahabatan ngga yaa ,Twitter for Android,0,0,in,original,5572,1142,484,0,"['hai', 'kak', 'mau', 'tanya', 'kirakira', 'ada', 'tj', 'atau', 'jaklingko', 'dari', 'pgc', 'ke', 'arah', 'rs', 'persahabatan', 'ngga', 'yaa']","['hai', 'kak', 'kirakira', 'jaklingko', 'pgc', 'arah', 'rs', 'persahabatan', 'ngga', 'yaa']","['hai', 'kak', 'kirakira', 'jaklingko', 'pgc', 'arah', 'rs', 'sahabat', 'ngga', 'yaa']",hai kak kirakira jaklingko pgc arah rs sahabat ngga yaa
314,315,https://twitter.com/AnindraPrt/statuses/1575686046645616640,AnindraPrt,untuk saat ini hanya kartu merek jaklingko yang bisa seingat aku tapi rencananya kartu biasa bisa diupgrade dengan alat khusus ,Twitter Web App,0,0,in,reply,14624,346,69,0,"['untuk', 'saat', 'ini', 'hanya', 'kartu', 'merek', 'jaklingko', 'yang', 'bisa', 'seingat', 'aku', 'tapi', 'rencananya', 'kartu', 'biasa', 'bisa', 'diupgrade', 'dengan', 'alat', 'khusus']","['kartu', 'merek', 'jaklingko', 'rencananya', 'kartu', 'diupgrade', 'alat', 'khusus']","['kartu', 'merek', 'jaklingko', 'rencana', 'kartu', 'diupgrade', 'alat', 'khusus']",kartu merek jaklingko rencana kartu diupgrade alat khusus
315,316,https://twitter.com/eginiyeah/statuses/1575671247685316608,eginiyeah,jaklingko gamau apa ya bikin angkot jurusan kp rambutan  lebak bulus atau sampe fatmawati aja deh ,Twitter for Android,0,0,in,original,16022,262,329,0,"['jaklingko', 'gamau', 'apa', 'ya', 'bikin', 'angkot', 'jurusan', 'kp', 'rambutan', 'lebak', 'bulus', 'atau', 'sampe', 'fatmawati', 'aja', 'deh']","['jaklingko', 'gamau', 'ya', 'bikin', 'angkot', 'jurusan', 'kp', 'rambutan', 'lebak', 'bulus', 'sampe', 'fatmawati', 'aja', 'deh']","['jaklingko', 'gamau', 'ya', 'bikin', 'angkot', 'jurus', 'kp', 'rambutan', 'lebak', 'bulus', 'sampe', 'fatmawati', 'aja', 'deh']",jaklingko gamau ya bikin angkot jurus kp rambutan lebak bulus sampe fatmawati aja deh
316,317,https://twitter.com/LindaWahyuniF/statuses/1575670500562710528,LindaWahyuniF,trs bapaknya blg lagi dompet bapak ketinggalan di jaklingko  ribu buat isi kartu lagi lagi gw yg parnoan dan takut akan di hipnotis gw blg ga bisa pak ga ada disana aja isinya  pas gw jalan lg ke halte gw baru paham ternyata bapaknya mau uang cash ,Twitter for Android,0,0,in,reply,21885,108,380,0,"['trs', 'bapaknya', 'blg', 'lagi', 'dompet', 'bapak', 'ketinggalan', 'di', 'jaklingko', 'ribu', 'buat', 'isi', 'kartu', 'lagi', 'lagi', 'gw', 'yg', 'parnoan', 'dan', 'takut', 'akan', 'di', 'hipnotis', 'gw', 'blg', 'ga', 'bisa', 'pak', 'ga', 'ada', 'disana', 'aja', 'isinya', 'pas', 'gw', 'jalan', 'lg', 'ke', 'halte', 'gw', 'baru', 'paham', 'ternyata', 'bapaknya', 'mau', 'uang', 'cash']","['trs', 'bapaknya', 'blg', 'dompet', 'ketinggalan', 'jaklingko', 'ribu', 'isi', 'kartu', 'gw', 'parnoan', 'takut', 'hipnotis', 'gw', 'blg', 'ga', 'ga', 'disana', 'aja', 'isinya', 'pas', 'gw', 'jalan', 'lg', 'halte', 'gw', 'paham', 'bapaknya', 'uang', 'cash']","['trs', 'bapak', 'blg', 'dompet', 'tinggal', 'jaklingko', 'ribu', 'isi', 'kartu', 'gw', 'parnoan', 'takut', 'hipnotis', 'gw', 'blg', 'ga', 'ga', 'sana', 'aja', 'isi', 'pas', 'gw', 'jalan', 'lg', 'halte', 'gw', 'paham', 'bapak', 'uang', 'cash']",trs bapak blg dompet tinggal jaklingko ribu isi kartu gw parnoan takut hipnotis gw blg ga ga sana aja isi pas gw jalan lg halte gw paham bapak uang cash
317,318,https://twitter.com/LindaWahyuniF/statuses/1575670004212637696,LindaWahyuniF,kemudian pas banget keluar stasiun ada bapak udh tua gitu nyapa gw dia blg dompetnga ketinggalan di jaklingko trs dia blg mau isi kartunya gw liat kartunya tuh kartu jaklingko ama krl yg dimana itu ga bisa isi lewat nfc hp gw reflek blg ga bisa pak ,Twitter for Android,0,0,in,reply,21885,108,380,0,"['kemudian', 'pas', 'banget', 'keluar', 'stasiun', 'ada', 'bapak', 'udh', 'tua', 'gitu', 'nyapa', 'gw', 'dia', 'blg', 'dompetnga', 'ketinggalan', 'di', 'jaklingko', 'trs', 'dia', 'blg', 'mau', 'isi', 'kartunya', 'gw', 'liat', 'kartunya', 'tuh', 'kartu', 'jaklingko', 'ama', 'krl', 'yg', 'dimana', 'itu', 'ga', 'bisa', 'isi', 'lewat', 'nfc', 'hp', 'gw', 'reflek', 'blg', 'ga', 'bisa', 'pak']","['pas', 'banget', 'stasiun', 'udh', 'tua', 'gitu', 'nyapa', 'gw', 'blg', 'dompetnga', 'ketinggalan', 'jaklingko', 'trs', 'blg', 'isi', 'kartunya', 'gw', 'liat', 'kartunya', 'tuh', 'kartu', 'jaklingko', 'ama', 'krl', 'dimana', 'ga', 'isi', 'nfc', 'hp', 'gw', 'reflek', 'blg', 'ga']","['pas', 'banget', 'stasiun', 'udh', 'tua', 'gitu', 'nyapa', 'gw', 'blg', 'dompetnga', 'tinggal', 'jaklingko', 'trs', 'blg', 'isi', 'kartu', 'gw', 'liat', 'kartu', 'tuh', 'kartu', 'jaklingko', 'ama', 'krl', 'mana', 'ga', 'isi', 'nfc', 'hp', 'gw', 'reflek', 'blg', 'ga']",pas banget stasiun udh tua gitu nyapa gw blg dompetnga tinggal jaklingko trs blg isi kartu gw liat kartu tuh kartu jaklingko ama krl mana ga isi nfc hp gw reflek blg ga
318,319,https://twitter.com/artistika_shop/statuses/1575662798746439680,artistika_shop,terima kasih sudah membuat program jaklingko sgt membantu kmi rakyat kecil apalagi dg bbm naik ini sgt membantu semoga program lain bisa lebih membantu rakyat kecil ,Twitter for Android,0,0,in,original,244,15,9,0,"['terima', 'kasih', 'sudah', 'membuat', 'program', 'jaklingko', 'sgt', 'membantu', 'kmi', 'rakyat', 'kecil', 'apalagi', 'dg', 'bbm', 'naik', 'ini', 'sgt', 'membantu', 'semoga', 'program', 'lain', 'bisa', 'lebih', 'membantu', 'rakyat', 'kecil']","['terima', 'kasih', 'program', 'jaklingko', 'sgt', 'membantu', 'kmi', 'rakyat', 'dg', 'bbm', 'sgt', 'membantu', 'semoga', 'program', 'membantu', 'rakyat']","['terima', 'kasih', 'program', 'jaklingko', 'sgt', 'bantu', 'kmi', 'rakyat', 'dg', 'bbm', 'sgt', 'bantu', 'moga', 'program', 'bantu', 'rakyat']",terima kasih program jaklingko sgt bantu kmi rakyat dg bbm sgt bantu moga program bantu rakyat
319,320,https://twitter.com/Nlopzz1/statuses/1575654929750163458,Nlopzz1,kak mau tanya dong aku naik tj yg halte kan sblm jam  itu rb tp pas ganti busway low deck saldo nya normal  gak  gimana si kak biar kena tarif integrasi aku pake jaklingko dan udh aktivasi jg kartunya ,Twitter for iPhone,0,0,in,reply,2,3,0,0,"['kak', 'mau', 'tanya', 'dong', 'aku', 'naik', 'tj', 'yg', 'halte', 'kan', 'sblm', 'jam', 'itu', 'rb', 'tp', 'pas', 'ganti', 'busway', 'low', 'deck', 'saldo', 'nya', 'normal', 'gak', 'gimana', 'si', 'kak', 'biar', 'kena', 'tarif', 'integrasi', 'aku', 'pake', 'jaklingko', 'dan', 'udh', 'aktivasi', 'jg', 'kartunya']","['kak', 'halte', 'sblm', 'jam', 'rb', 'tp', 'pas', 'ganti', 'busway', 'low', 'deck', 'saldo', 'nya', 'normal', 'gak', 'gimana', 'si', 'kak', 'biar', 'kena', 'tarif', 'integrasi', 'pake', 'jaklingko', 'udh', 'aktivasi', 'jg', 'kartunya']","['kak', 'halte', 'sblm', 'jam', 'rb', 'tp', 'pas', 'ganti', 'busway', 'low', 'deck', 'saldo', 'nya', 'normal', 'gak', 'gimana', 'si', 'kak', 'biar', 'kena', 'tarif', 'integrasi', 'pake', 'jaklingko', 'udh', 'aktivasi', 'jg', 'kartu']",kak halte sblm jam rb tp pas ganti busway low deck saldo nya normal gak gimana si kak biar kena tarif integrasi pake jaklingko udh aktivasi jg kartu
320,321,https://twitter.com/ninong74/statuses/1575654266056081410,ninong74,uenak men yodan wajib itu pula kl di sini kl mau ke musium khususnya wajib punya jaklingko ,Twitter for Android,1,0,in,reply,5433,334,315,"0,317460317","['uenak', 'men', 'yodan', 'wajib', 'itu', 'pula', 'kl', 'di', 'sini', 'kl', 'mau', 'ke', 'musium', 'khususnya', 'wajib', 'punya', 'jaklingko']","['uenak', 'men', 'yodan', 'wajib', 'musium', 'wajib', 'jaklingko']","['uenak', 'men', 'yodan', 'wajib', 'musium', 'wajib', 'jaklingko']",uenak men yodan wajib musium wajib jaklingko
321,322,https://twitter.com/CommuterLine/statuses/1575653100227960835,CommuterLine,kartu jakcard terbitan bank dki belum dapat digunakan untuk perjalanan krl silakan menggunakan kartu multi trip kmt kartu bank brizzi emoney mandiri flazz jaklingko terbitan bank bca bni bri mandiri tapcash bni dan linkajagojek tks ,Sociomedio Pro Enterprise,0,0,in,reply,688610,172,976230,0,"['kartu', 'jakcard', 'terbitan', 'bank', 'dki', 'belum', 'dapat', 'digunakan', 'untuk', 'perjalanan', 'krl', 'silakan', 'menggunakan', 'kartu', 'multi', 'trip', 'kmt', 'kartu', 'bank', 'brizzi', 'emoney', 'mandiri', 'flazz', 'jaklingko', 'terbitan', 'bank', 'bca', 'bni', 'bri', 'mandiri', 'tapcash', 'bni', 'dan', 'linkajagojek', 'tks']","['kartu', 'jakcard', 'terbitan', 'bank', 'dki', 'perjalanan', 'krl', 'silakan', 'kartu', 'multi', 'trip', 'kmt', 'kartu', 'bank', 'brizzi', 'emoney', 'mandiri', 'flazz', 'jaklingko', 'terbitan', 'bank', 'bca', 'bni', 'bri', 'mandiri', 'tapcash', 'bni', 'linkajagojek', 'tks']","['kartu', 'jakcard', 'terbit', 'bank', 'dki', 'jalan', 'krl', 'sila', 'kartu', 'multi', 'trip', 'kmt', 'kartu', 'bank', 'brizzi', 'emoney', 'mandiri', 'flazz', 'jaklingko', 'terbit', 'bank', 'bca', 'bni', 'bri', 'mandiri', 'tapcash', 'bni', 'linkajagojek', 'tks']",kartu jakcard terbit bank dki jalan krl sila kartu multi trip kmt kartu bank brizzi emoney mandiri flazz jaklingko terbit bank bca bni bri mandiri tapcash bni linkajagojek tks
322,323,https://twitter.com/CommuterLine/statuses/1575647748258377728,CommuterLine,untuk kartu jakcard terbitan bank dki belum dapat digunakan untuk perjalanan krl silakan menggunakan kartu multi trip kmt kartu bank brizzi emoney mandiri flazz jaklingko terbitan bank bca bni bri mandiri tapcash bni dan linkajagojek tks ,Sociomedio Pro Enterprise,0,0,in,reply,688610,172,976230,0,"['untuk', 'kartu', 'jakcard', 'terbitan', 'bank', 'dki', 'belum', 'dapat', 'digunakan', 'untuk', 'perjalanan', 'krl', 'silakan', 'menggunakan', 'kartu', 'multi', 'trip', 'kmt', 'kartu', 'bank', 'brizzi', 'emoney', 'mandiri', 'flazz', 'jaklingko', 'terbitan', 'bank', 'bca', 'bni', 'bri', 'mandiri', 'tapcash', 'bni', 'dan', 'linkajagojek', 'tks']","['kartu', 'jakcard', 'terbitan', 'bank', 'dki', 'perjalanan', 'krl', 'silakan', 'kartu', 'multi', 'trip', 'kmt', 'kartu', 'bank', 'brizzi', 'emoney', 'mandiri', 'flazz', 'jaklingko', 'terbitan', 'bank', 'bca', 'bni', 'bri', 'mandiri', 'tapcash', 'bni', 'linkajagojek', 'tks']","['kartu', 'jakcard', 'terbit', 'bank', 'dki', 'jalan', 'krl', 'sila', 'kartu', 'multi', 'trip', 'kmt', 'kartu', 'bank', 'brizzi', 'emoney', 'mandiri', 'flazz', 'jaklingko', 'terbit', 'bank', 'bca', 'bni', 'bri', 'mandiri', 'tapcash', 'bni', 'linkajagojek', 'tks']",kartu jakcard terbit bank dki jalan krl sila kartu multi trip kmt kartu bank brizzi emoney mandiri flazz jaklingko terbit bank bca bni bri mandiri tapcash bni linkajagojek tks
323,324,https://twitter.com/Ulfamygs21/statuses/1575645824175902723,Ulfamygs21,pagi min mw tnya untk pmbelian krtu jaklingko bisa dmn ya trimakasih ,Twitter for Android,0,0,in,original,1710,64,32,0,"['pagi', 'min', 'mw', 'tnya', 'untk', 'pmbelian', 'krtu', 'jaklingko', 'bisa', 'dmn', 'ya', 'trimakasih']","['pagi', 'min', 'mw', 'tnya', 'untk', 'pmbelian', 'krtu', 'jaklingko', 'dmn', 'ya', 'trimakasih']","['pagi', 'min', 'mw', 'tnya', 'untk', 'pmbelian', 'krtu', 'jaklingko', 'dmn', 'ya', 'trimakasih']",pagi min mw tnya untk pmbelian krtu jaklingko dmn ya trimakasih
324,325,https://twitter.com/do0hoon/statuses/1575509685389893637,do0hoon,kepentok ga sih kepalanya kalo naik jaklingko ,Twitter for Android,0,0,in,reply,40430,1112,1714,0,"['kepentok', 'ga', 'sih', 'kepalanya', 'kalo', 'naik', 'jaklingko']","['kepentok', 'ga', 'sih', 'kepalanya', 'kalo', 'jaklingko']","['kepentok', 'ga', 'sih', 'kepala', 'kalo', 'jaklingko']",kepentok ga sih kepala kalo jaklingko
325,326,https://twitter.com/moonsIiIy/statuses/1575507764524171264,moonsIiIy,suruh naik jaklingko aja ngga sih ,Twitter for iPhone,0,0,in,reply,9277,171,273,0,"['suruh', 'naik', 'jaklingko', 'aja', 'ngga', 'sih']","['suruh', 'jaklingko', 'aja', 'ngga', 'sih']","['suruh', 'jaklingko', 'aja', 'ngga', 'sih']",suruh jaklingko aja ngga sih
326,327,https://twitter.com/yangkimms/statuses/1575505476669739009,yangkimms,nder itu cukup bgt kok buat nabung pinter atur strategi nyari kosan yang rb yang bersih dan nyaman masih ada kokk ga perlu tinggal deket kantor kalo pada mahal bisa ambil yang masih searah sama jaklingko itu rp atau tj itu  aja ,Twitter for iPhone,0,0,in,reply,39877,318,535,0,"['nder', 'itu', 'cukup', 'bgt', 'kok', 'buat', 'nabung', 'pinter', 'atur', 'strategi', 'nyari', 'kosan', 'yang', 'rb', 'yang', 'bersih', 'dan', 'nyaman', 'masih', 'ada', 'kokk', 'ga', 'perlu', 'tinggal', 'deket', 'kantor', 'kalo', 'pada', 'mahal', 'bisa', 'ambil', 'yang', 'masih', 'searah', 'sama', 'jaklingko', 'itu', 'rp', 'atau', 'tj', 'itu', 'aja']","['nder', 'nabung', 'pinter', 'atur', 'strategi', 'nyari', 'kosan', 'rb', 'bersih', 'nyaman', 'kokk', 'ga', 'tinggal', 'deket', 'kantor', 'kalo', 'mahal', 'ambil', 'searah', 'jaklingko', 'rp', 'aja']","['nder', 'nabung', 'pinter', 'atur', 'strategi', 'nyari', 'kosan', 'rb', 'bersih', 'nyaman', 'kokk', 'ga', 'tinggal', 'deket', 'kantor', 'kalo', 'mahal', 'ambil', 'arah', 'jaklingko', 'rp', 'aja']",nder nabung pinter atur strategi nyari kosan rb bersih nyaman kokk ga tinggal deket kantor kalo mahal ambil arah jaklingko rp aja
327,328,https://twitter.com/ila_rizky/statuses/1575493540074774528,ila_rizky,coba ya program transportasi jaklingko itu bs diterapkan di semua kota baik kota kecil atau besar jd bayarnya pake kartu emoney ga perlu bawa uang cash mau tiketnya gratis atau berbayar terserah yg penting sopirnya ga ngetem aja dah ,Twitter for Android,1,0,in,original,69624,4266,4006,"0,024962556","['coba', 'ya', 'program', 'transportasi', 'jaklingko', 'itu', 'bs', 'diterapkan', 'di', 'semua', 'kota', 'baik', 'kota', 'kecil', 'atau', 'besar', 'jd', 'bayarnya', 'pake', 'kartu', 'emoney', 'ga', 'perlu', 'bawa', 'uang', 'cash', 'mau', 'tiketnya', 'gratis', 'atau', 'berbayar', 'terserah', 'yg', 'penting', 'sopirnya', 'ga', 'ngetem', 'aja', 'dah']","['coba', 'ya', 'program', 'transportasi', 'jaklingko', 'bs', 'diterapkan', 'kota', 'kota', 'jd', 'bayarnya', 'pake', 'kartu', 'emoney', 'ga', 'bawa', 'uang', 'cash', 'tiketnya', 'gratis', 'berbayar', 'terserah', 'sopirnya', 'ga', 'ngetem', 'aja', 'dah']","['coba', 'ya', 'program', 'transportasi', 'jaklingko', 'bs', 'terap', 'kota', 'kota', 'jd', 'bayar', 'pake', 'kartu', 'emoney', 'ga', 'bawa', 'uang', 'cash', 'tiket', 'gratis', 'bayar', 'serah', 'sopir', 'ga', 'ngetem', 'aja', 'dah']",coba ya program transportasi jaklingko bs terap kota kota jd bayar pake kartu emoney ga bawa uang cash tiket gratis bayar serah sopir ga ngetem aja dah
328,329,https://twitter.com/neddbula/statuses/1575464037999333376,neddbula,jaklingko adanya dari jam brp si ,Twitter for iPhone,0,0,in,original,24051,2116,1938,0,"['jaklingko', 'adanya', 'dari', 'jam', 'brp', 'si']","['jaklingko', 'jam', 'brp', 'si']","['jaklingko', 'jam', 'brp', 'si']",jaklingko jam brp si
329,330,https://twitter.com/JabreakYudha/statuses/1575461243879854083,JabreakYudha,jgn bacot kalau bukan warga jakarta lu ceb puluhan th gw di jkt baru di jaman pak anies naik angkot gratis dengan jaklingko ya paham lu ,Twitter for Android,0,1,in,retweet,167236,1542,4615,"0,021668472","['jgn', 'bacot', 'kalau', 'bukan', 'warga', 'jakarta', 'lu', 'ceb', 'puluhan', 'th', 'gw', 'di', 'jkt', 'baru', 'di', 'jaman', 'pak', 'anies', 'naik', 'angkot', 'gratis', 'dengan', 'jaklingko', 'ya', 'paham', 'lu']","['jgn', 'bacot', 'warga', 'jakarta', 'lu', 'ceb', 'puluhan', 'th', 'gw', 'jkt', 'jaman', 'anies', 'angkot', 'gratis', 'jaklingko', 'ya', 'paham', 'lu']","['jgn', 'bacot', 'warga', 'jakarta', 'lu', 'ceb', 'puluh', 'th', 'gw', 'jkt', 'jaman', 'anies', 'angkot', 'gratis', 'jaklingko', 'ya', 'paham', 'lu']",jgn bacot warga jakarta lu ceb puluh th gw jkt jaman anies angkot gratis jaklingko ya paham lu
330,331,https://twitter.com/bonjaveneue/statuses/1575460066488360961,bonjaveneue,ohh kalo yang  aku baru tahuu tapi seharihari aku pake jaklingko kok dan kartunya pake tapcash bni ga pernah bermasalah sihh mungkin bisa ditanya duluu ke petugasnya ,Twitter for Android,0,0,in,reply,5922,120,108,0,"['ohh', 'kalo', 'yang', 'aku', 'baru', 'tahuu', 'tapi', 'seharihari', 'aku', 'pake', 'jaklingko', 'kok', 'dan', 'kartunya', 'pake', 'tapcash', 'bni', 'ga', 'pernah', 'bermasalah', 'sihh', 'mungkin', 'bisa', 'ditanya', 'duluu', 'ke', 'petugasnya']","['ohh', 'kalo', 'tahuu', 'seharihari', 'pake', 'jaklingko', 'kartunya', 'pake', 'tapcash', 'bni', 'ga', 'bermasalah', 'sihh', 'duluu', 'petugasnya']","['ohh', 'kalo', 'tahuu', 'seharihari', 'pake', 'jaklingko', 'kartu', 'pake', 'tapcash', 'bni', 'ga', 'masalah', 'sihh', 'duluu', 'tugas']",ohh kalo tahuu seharihari pake jaklingko kartu pake tapcash bni ga masalah sihh duluu tugas
331,332,https://twitter.com/JaunBey/statuses/1575458360245112837,JaunBey,ente tinggal dimana sih ko sampe ga tau ada jaklingko  ,Twitter for Android,0,0,in,reply,44,52,2,0,"['ente', 'tinggal', 'dimana', 'sih', 'ko', 'sampe', 'ga', 'tau', 'ada', 'jaklingko']","['ente', 'tinggal', 'dimana', 'sih', 'ko', 'sampe', 'ga', 'tau', 'jaklingko']","['ente', 'tinggal', 'mana', 'sih', 'ko', 'sampe', 'ga', 'tau', 'jaklingko']",ente tinggal mana sih ko sampe ga tau jaklingko
332,333,https://twitter.com/MadaPirmada/statuses/1575455271790424064,MadaPirmada,tahun  sih lom bisa kaksoalnya jaklingko hanya kerjasama dgn bank dki ,Twitter for Android,0,0,in,reply,6570,816,193,0,"['tahun', 'sih', 'lom', 'bisa', 'kaksoalnya', 'jaklingko', 'hanya', 'kerjasama', 'dgn', 'bank', 'dki']","['sih', 'lom', 'kaksoalnya', 'jaklingko', 'kerjasama', 'bank', 'dki']","['sih', 'lom', 'kaksoalnya', 'jaklingko', 'kerjasama', 'bank', 'dki']",sih lom kaksoalnya jaklingko kerjasama bank dki
333,334,https://twitter.com/dinazepam/statuses/1575443471803944960,dinazepam,tebet eco park gratiss tapi daftar dulu pake aplikasi jaki deket dari stasiun cawang tinggal naik jaklingko langsung turun depan tebet eco parknya ,Twitter for Android,0,0,in,reply,312,54,18,0,"['tebet', 'eco', 'park', 'gratiss', 'tapi', 'daftar', 'dulu', 'pake', 'aplikasi', 'jaki', 'deket', 'dari', 'stasiun', 'cawang', 'tinggal', 'naik', 'jaklingko', 'langsung', 'turun', 'depan', 'tebet', 'eco', 'parknya']","['tebet', 'eco', 'park', 'gratiss', 'daftar', 'pake', 'aplikasi', 'jaki', 'deket', 'stasiun', 'cawang', 'tinggal', 'jaklingko', 'langsung', 'turun', 'tebet', 'eco', 'parknya']","['tebet', 'eco', 'park', 'gratiss', 'daftar', 'pake', 'aplikasi', 'jaki', 'deket', 'stasiun', 'cawang', 'tinggal', 'jaklingko', 'langsung', 'turun', 'tebet', 'eco', 'parknya']",tebet eco park gratiss daftar pake aplikasi jaki deket stasiun cawang tinggal jaklingko langsung turun tebet eco parknya
334,335,https://twitter.com/afra_nazihah/statuses/1575440179732819968,afra_nazihah,ceritanya naik angkot jaklingko nih dan penumpangnya cuma ber terus pas sampe halte si angkot berhenti kan eh si cowo nih tiba ambil kartu gw dan kasih ke supirnya pak ini punya mbak nya dlm hati gw kan biasanya gw tap in tap out sendri lah nih orang baek bener ,Twitter for Android,0,0,in,original,2299,168,246,0,"['ceritanya', 'naik', 'angkot', 'jaklingko', 'nih', 'dan', 'penumpangnya', 'cuma', 'ber', 'terus', 'pas', 'sampe', 'halte', 'si', 'angkot', 'berhenti', 'kan', 'eh', 'si', 'cowo', 'nih', 'tiba', 'ambil', 'kartu', 'gw', 'dan', 'kasih', 'ke', 'supirnya', 'pak', 'ini', 'punya', 'mbak', 'nya', 'dlm', 'hati', 'gw', 'kan', 'biasanya', 'gw', 'tap', 'in', 'tap', 'out', 'sendri', 'lah', 'nih', 'orang', 'baek', 'bener']","['ceritanya', 'angkot', 'jaklingko', 'nih', 'penumpangnya', 'ber', 'pas', 'sampe', 'halte', 'si', 'angkot', 'berhenti', 'eh', 'si', 'cowo', 'nih', 'ambil', 'kartu', 'gw', 'kasih', 'supirnya', 'mbak', 'nya', 'dlm', 'hati', 'gw', 'gw', 'tap', 'in', 'tap', 'out', 'sendri', 'nih', 'orang', 'baek', 'bener']","['cerita', 'angkot', 'jaklingko', 'nih', 'tumpang', 'ber', 'pas', 'sampe', 'halte', 'si', 'angkot', 'henti', 'eh', 'si', 'cowo', 'nih', 'ambil', 'kartu', 'gw', 'kasih', 'supirnya', 'mbak', 'nya', 'dlm', 'hati', 'gw', 'gw', 'tap', 'in', 'tap', 'out', 'sendri', 'nih', 'orang', 'baek', 'bener']",cerita angkot jaklingko nih tumpang ber pas sampe halte si angkot henti eh si cowo nih ambil kartu gw kasih supirnya mbak nya dlm hati gw gw tap in tap out sendri nih orang baek bener
335,336,https://twitter.com/bonjaveneue/statuses/1575438586937106432,bonjaveneue,jaklingko bisa pake emoney kayak tapcashflazz gitu kok sebenernya kan itu  rupiah gratis jadi isi seadanya aja ,Twitter for Android,0,0,in,reply,5922,120,108,0,"['jaklingko', 'bisa', 'pake', 'emoney', 'kayak', 'tapcashflazz', 'gitu', 'kok', 'sebenernya', 'kan', 'itu', 'rupiah', 'gratis', 'jadi', 'isi', 'seadanya', 'aja']","['jaklingko', 'pake', 'emoney', 'kayak', 'tapcashflazz', 'gitu', 'sebenernya', 'rupiah', 'gratis', 'isi', 'seadanya', 'aja']","['jaklingko', 'pake', 'emoney', 'kayak', 'tapcashflazz', 'gitu', 'sebenernya', 'rupiah', 'gratis', 'isi', 'ada', 'aja']",jaklingko pake emoney kayak tapcashflazz gitu sebenernya rupiah gratis isi ada aja
